module;category;difficulty;sequence_text;prompt;options;answer;explanation;hint;is_active
psychotechnique;suites_logiques;Difficile;4, 5, 9, 14, ?, 37;Quel terme manque ?;"[""24"", ""28"", ""22"", ""23""]";23;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 23, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 14 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;3, 7, 11, ?, 19, 23;Quel terme manque ?;"[""15"", ""16"", ""14"", ""20""]";15;La règle est une progression arithmétique de +4. Le terme manquant est donc 15, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +4;true
psychotechnique;suites_logiques;Moyenne;4, 6, 10, 16, ?, 34;Quel terme manque ?;"[""24"", ""23"", ""26"", ""25""]";24;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 24, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 16 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;6, ?, 30, 42, 54, 66;Quel terme manque ?;"[""23"", ""18"", ""17"", ""19""]";18;La règle est une progression arithmétique de +12. Le terme manquant est donc 18, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +12;true
psychotechnique;suites_logiques;Moyenne;7, 15, 31, 63, 127, ?;Quel terme manque ?;"[""256"", ""254"", ""255"", ""257""]";255;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 255, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 127 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;3, 6, ?, 15, 24, 39;Quel terme manque ?;"[""14"", ""9"", ""10"", ""8""]";9;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;76, 71, ?, 61, 56, 51;Quel terme manque ?;"[""66"", ""67"", ""69"", ""65""]";66;La règle est une soustraction constante de 5. Le terme manquant est donc 66, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 71 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;2, ?, 8, 10, 20, 22;Quel terme manque ?;"[""7"", ""5"", ""3"", ""4""]";4;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 4, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 2 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;3, 5, 8, 13, ?, 34;Quel terme manque ?;"[""22"", ""21"", ""26"", ""20""]";21;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 21, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 13 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, 25, 125, 625, 3125, ?;Quel terme manque ?;"[""15626"", ""15625"", ""15624"", ""15627""]";15625;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 15625, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3125 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;A, D, ?, J, M, P;Quel terme manque ?;"[""G"", ""I"", ""H"", ""F""]";G;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc G, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « D ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Difficile;2, 6, 8, 14, ?, 36;Quel terme manque ?;"[""24"", ""23"", ""22"", ""21""]";22;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 22, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 14 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, ?, 9, 11, 13, 15;Quel terme manque ?;"[""12"", ""6"", ""7"", ""8""]";7;La règle est une progression arithmétique de +2. Le terme manquant est donc 7, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;3, ?, 10, 12, 24, 26;Quel terme manque ?;"[""10"", ""4"", ""6"", ""5""]";5;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 5, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;2, 7, 9, ?, 25, 41;Quel terme manque ?;"[""15"", ""17"", ""18"", ""16""]";16;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 16, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;69, 66, 63, ?, 57, 54;Quel terme manque ?;"[""65"", ""61"", ""60"", ""59""]";60;La règle est une soustraction constante de 3. Le terme manquant est donc 60, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 63 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;6, 10, ?, 24, 34, 46;Quel terme manque ?;"[""16"", ""15"", ""17"", ""19""]";16;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 16, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 10 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;1, 4, 5, ?, 14, 23;Quel terme manque ?;"[""10"", ""14"", ""8"", ""9""]";9;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;2, ?, 18, 54, 162, 486;Quel terme manque ?;"[""7"", ""5"", ""6"", ""11""]";6;La règle est une multiplication par 3 à chaque étape. Le terme manquant est donc 6, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 2 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 3;true
psychotechnique;suites_logiques;Moyenne;F, I, L, ?, R, U;Quel terme manque ?;"[""P"", ""Q"", ""N"", ""O""]";O;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc O, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « L ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Difficile;4, ?, 10, 16, 26, 42;Quel terme manque ?;"[""5"", ""7"", ""9"", ""6""]";6;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 6, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;1, 5, ?, 13, 17, 21;Quel terme manque ?;"[""8"", ""9"", ""12"", ""10""]";9;La règle est une progression arithmétique de +4. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +4;true
psychotechnique;suites_logiques;Moyenne;2, 5, 11, 23, ?, 95;Quel terme manque ?;"[""52"", ""47"", ""48"", ""46""]";47;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 47, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 23 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
