module;category;difficulty;question;expression;options;answer;explanation;hint;is_active
psychotechnique;calcul_mental;Facile;Combien font 54 / 9 ?;54 / 9;"[""16"", ""7"", ""5"", ""6""]";6;Le calcul à effectuer est 54 / 9, ce qui donne 6. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 165 + 212 ?;165 + 212;"[""377"", ""378"", ""376"", ""387""]";377;Le calcul à effectuer est 165 + 212, ce qui donne 377. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 2/4 de 140 ?;2/4 de 140;"[""71"", ""80"", ""69"", ""70""]";70;Le calcul à effectuer est 2/4 de 140, ce qui donne 70. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 60 / 10 ?;60 / 10;"[""16"", ""6"", ""7"", ""5""]";6;Le calcul à effectuer est 60 / 10, ce qui donne 6. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 30 % de 80 ?;30 % de 80;"[""25"", ""23"", ""24"", ""34""]";24;Le calcul à effectuer est 30 % de 80, ce qui donne 24. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 38 × 24 ?;38 × 24;"[""912"", ""913"", ""911"", ""922""]";912;Le calcul à effectuer est 38 × 24, ce qui donne 912. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 10 × 7 ?;10 × 7;"[""80"", ""69"", ""71"", ""70""]";70;Le calcul à effectuer est 10 × 7, ce qui donne 70. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 431 + 438 ?;431 + 438;"[""870"", ""879"", ""869"", ""868""]";869;Le calcul à effectuer est 431 + 438, ce qui donne 869. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font (37 × 4) - 66 ?;(37 × 4) - 66;"[""82"", ""81"", ""92"", ""83""]";82;Le calcul à effectuer est (37 × 4) - 66, ce qui donne 82. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 56 + 37 ?;56 + 37;"[""92"", ""103"", ""93"", ""94""]";93;Le calcul à effectuer est 56 + 37, ce qui donne 93. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 153 + 166 ?;153 + 166;"[""318"", ""320"", ""329"", ""319""]";319;Le calcul à effectuer est 153 + 166, ce qui donne 319. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font (21 × 9) - 42 ?;(21 × 9) - 42;"[""148"", ""146"", ""157"", ""147""]";147;Le calcul à effectuer est (21 × 9) - 42, ce qui donne 147. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 32 / 8 ?;32 / 8;"[""5"", ""4"", ""14"", ""3""]";4;Le calcul à effectuer est 32 / 8, ce qui donne 4. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 548 - 247 ?;548 - 247;"[""302"", ""300"", ""301"", ""311""]";301;Le calcul à effectuer est 548 - 247, ce qui donne 301. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 25 × 19 ?;25 × 19;"[""474"", ""476"", ""485"", ""475""]";475;Le calcul à effectuer est 25 × 19, ce qui donne 475. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 49 / 7 ?;49 / 7;"[""17"", ""8"", ""6"", ""7""]";7;Le calcul à effectuer est 49 / 7, ce qui donne 7. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 399 + 195 ?;399 + 195;"[""593"", ""604"", ""595"", ""594""]";594;Le calcul à effectuer est 399 + 195, ce qui donne 594. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font (39 × 6) - 48 ?;(39 × 6) - 48;"[""187"", ""186"", ""185"", ""196""]";186;Le calcul à effectuer est (39 × 6) - 48, ce qui donne 186. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 84 / 7 ?;84 / 7;"[""13"", ""11"", ""22"", ""12""]";12;Le calcul à effectuer est 84 / 7, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 825 - 393 ?;825 - 393;"[""442"", ""431"", ""433"", ""432""]";432;Le calcul à effectuer est 825 - 393, ce qui donne 432. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 5/8 de 96 ?;5/8 de 96;"[""60"", ""59"", ""61"", ""70""]";60;Le calcul à effectuer est 5/8 de 96, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 35 + 36 ?;35 + 36;"[""81"", ""72"", ""70"", ""71""]";71;Le calcul à effectuer est 35 + 36, ce qui donne 71. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 935 - 494 ?;935 - 494;"[""440"", ""451"", ""442"", ""441""]";441;Le calcul à effectuer est 935 - 494, ce qui donne 441. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 48 × 20 ?;48 × 20;"[""970"", ""960"", ""959"", ""961""]";960;Le calcul à effectuer est 48 × 20, ce qui donne 960. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 51 - 38 ?;51 - 38;"[""23"", ""12"", ""13"", ""14""]";13;Le calcul à effectuer est 51 - 38, ce qui donne 13. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 303 + 497 ?;303 + 497;"[""801"", ""799"", ""810"", ""800""]";800;Le calcul à effectuer est 303 + 497, ce qui donne 800. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 47 × 20 ?;47 × 20;"[""940"", ""939"", ""950"", ""941""]";940;Le calcul à effectuer est 47 × 20, ce qui donne 940. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 42 - 29 ?;42 - 29;"[""13"", ""23"", ""14"", ""12""]";13;Le calcul à effectuer est 42 - 29, ce qui donne 13. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 348 + 166 ?;348 + 166;"[""524"", ""513"", ""515"", ""514""]";514;Le calcul à effectuer est 348 + 166, ce qui donne 514. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Facile;Combien font 5 × 8 ?;5 × 8;"[""50"", ""39"", ""41"", ""40""]";40;Le calcul à effectuer est 5 × 8, ce qui donne 40. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
